FID,REPORTDATE,BLOCKADD,OFFENSE
2593,2012-05-04 00:00:00,200 Block Iroquois Dr,Theft From Vehicle
2594,2010-10-10 00:00:00,700 Block Concord Ave,Theft From Vehicle
2595,2009-08-11 00:00:00,5000 Block Butte St,Burglary
2596,2010-06-17 00:00:00,1100 Block Pennsylvania Ave,Incident
2597,2008-09-11 00:00:00,1600 Block 19th St,Theft From Vehicle
2598,2010-02-24 00:00:00,1100 Block 10th St,Burglary
2599,2012-05-04 00:00:00,200 Block Manhattan Dr,Theft From Vehicle
2600,2008-10-12 00:00:00,1000 Block Canyon Blvd,Robbery
2601,2008-04-08 00:00:00,2700 Block Taft Dr,Theft From Vehicle
2602,2011-12-17 00:00:00,Broadway & Canyon Blvd,Vandalism
2603,2009-02-04 00:00:00,1100 Block Pearl St,Trespassing
2604,2012-07-22 00:00:00,3600 Block Hayden Pl,Incident
2605,2009-04-07 00:00:00,4100 Block Amber St,Theft From Vehicle
2606,2013-01-19 00:00:00,4500 Block Broadway,Burglary
2607,2010-01-25 00:00:00,300 Block Arapahoe Ave,Burglary
2608,2010-06-13 00:00:00,1000 Block Pleasant St,Burglary
2609,2009-06-17 00:00:00,3100 Block Airport Rd,Vandalism
2610,2008-10-05 00:00:00,3200 Block 28th St,Vandalism
2611,2008-01-23 00:00:00,2400 Block Spruce St,Trespassing
2612,2008-12-17 00:00:00,1000 Block University Ave,Vandalism
2613,2010-05-17 00:00:00,Crime occurred at an unknown location,Indecent Exposure
2614,2009-03-17 00:00:00,11th St & Pearl St,Assault
2615,2009-09-14 00:00:00,2100 Block 32nd St,Theft From Vehicle
2616,2009-04-16 00:00:00,1600 Block Arapahoe Ave,Sex Assault
2617,2010-03-13 00:00:00,1300 Block 19th St,Vandalism
2618,2011-11-06 00:00:00,1000 Block Pleasant St,Vandalism
2619,2009-01-16 00:00:00,1500 Block Harrison Ave,Incident
2620,2010-05-21 00:00:00,200 Block Manhattan Dr,Vandalism
2621,2008-07-22 00:00:00,1100 Block 6th St,Theft From Vehicle
2622,2011-10-12 00:00:00,1700 Block Alpine Ave,Theft From Vehicle
2623,2010-02-21 00:00:00,200 Block 20th St,Vandalism
2624,2010-01-20 00:00:00,3400 Block Cripple Creek Sq,Vandalism
2625,2009-05-11 00:00:00,300 Block Mohawk Dr,Vandalism
2626,2008-12-15 00:00:00,1600 Block Broadway,Trespassing
2627,2009-08-29 00:00:00,2900 Block Pennsylvania Ave,Burglary
2628,2009-07-09 00:00:00,2700 Block Canyon Blvd,Theft From Vehicle
2629,2008-11-07 00:00:00,3200 Block 4th St,Theft From Vehicle
2630,2009-08-28 00:00:00,1000 Block College Ave,Burglary
2631,2009-07-12 00:00:00,800 Block Mohawk Dr,Vandalism
2632,2008-05-22 00:00:00,1700 Block Walnut St,Trespassing
2633,2011-10-02 00:00:00,2200 Block 30th St,Vandalism
2634,2009-08-20 00:00:00,1400 Block Arapahoe Ave,Trespassing
2635,2011-08-23 00:00:00,2900 Block 23rd St,Vandalism
2636,2011-11-15 00:00:00,1200 Block Mapleton Ave,Theft From Vehicle
2637,2011-08-27 00:00:00,3200 Block Oneal Cr,Sex Assault
2638,2009-07-31 00:00:00,2200 Block Canyon Bv,Vandalism
2639,2011-09-25 00:00:00,1000 Block Adams Cr,Theft From Vehicle
2640,2011-08-28 00:00:00,1000 Block 13th St,Vandalism
2641,2009-06-07 00:00:00,4800 Block Thunderbird Dr,Auto Theft
2642,2011-05-15 00:00:00,1800 Block Sumac Ave,Vandalism
2643,2009-06-06 00:00:00,800 Block Arapahoe Ave,Sex Assault
2644,2008-05-25 00:00:00,3500 Block Arapahoe Ave,Burglary
2645,2008-05-02 00:00:00,4th St & Canyon Blvd,Trespassing
2646,2009-09-19 00:00:00,900 Block 35th St,Burglary
2647,2009-06-30 00:00:00,4500 Block 19th St,Burglary
2648,2012-01-14 00:00:00,400 Block Erie Dr,Burglary
2649,2011-10-12 00:00:00,900 Block 15th St,Auto Theft
2650,2010-04-11 00:00:00,2500 Block Arapahoe Ave,Theft From Vehicle
2651,2010-06-01 00:00:00,4500 Block 19th St,Incident
2652,2009-03-29 00:00:00,800 Block 20th St,Burglary
2653,2008-08-16 00:00:00,2300 Block South St,Burglary
2654,2009-09-15 00:00:00,3200 Block E Euclid Ave,Vandalism
2655,2009-03-08 00:00:00,2700 Block Moorhead Ave,Incident
2656,2008-07-22 00:00:00,1700 Block Yellow Pine Ave,Theft From Vehicle
2657,2009-06-29 00:00:00,400 Block College Ave,Vandalism
2658,2011-12-14 00:00:00,4900 Block Osage Dr,Theft From Vehicle
2659,2009-09-11 00:00:00,2100 Block 22nd St,Vandalism
2660,2008-05-04 00:00:00,3100 Block 34th St,Auto Theft
2661,2008-10-14 00:00:00,2900 Block Eagle Way,Vandalism
2662,2011-09-03 00:00:00,3300 Block Martin Dr,Vandalism
2663,2010-01-25 00:00:00,1600 Block Redwood Ave,Vandalism
2664,2008-11-15 00:00:00,2500 Block Mapleton Ave,Burglary
2665,2009-11-17 00:00:00,1300 Block Walnut St,Incident
2666,2009-09-25 00:00:00,1100 Block 13th St,Trespassing
2667,2008-04-07 00:00:00,1800 Block Arapahoe Ave,Trespassing
2668,2008-01-05 00:00:00,1800 Block 29th St,Vandalism
2669,2008-05-28 00:00:00,4900 Block Osage Dr,Auto Theft
2670,2009-10-26 00:00:00,900 Block North St,Auto Theft
2671,2008-11-07 00:00:00,700 Block Walnut St,Burglary
2672,2011-09-02 00:00:00,18th St & Canyon Blvd,Assault
2673,2017-08-25 00:00:00,1100 Block Oakdale Pl,Assault
2674,2008-11-14 00:00:00,1100 Block 12th St,Vandalism
2675,2008-09-04 00:00:00,5000 Block Butte St,Trespassing
2676,2009-12-17 00:00:00,1000 Block Pleasant St,Burglary
2677,2008-07-26 00:00:00,5300 Block Arapahoe Ave,Burglary
2678,2009-11-18 00:00:00,4600 Block Gordon Dr,Vandalism
2679,2008-08-19 00:00:00,3200 Block Oneal Cr,Vandalism
2680,2008-03-10 00:00:00,28th St & Kalmia Ave,Theft From Vehicle
2681,2010-11-15 00:00:00,1100 Block 11th St,Robbery
2682,2011-10-14 00:00:00,3100 Block Airport Rd,Vandalism
2683,2012-05-04 00:00:00,1200 Block 13th St,Theft From Vehicle
2684,2010-05-01 00:00:00,1000 Block Marine St,Theft From Vehicle
2685,2008-09-26 00:00:00,1100 Block 12th St,Vandalism
2686,2010-09-17 00:00:00,800 Block Canyon Blvd,Indecent Exposure
2687,2008-11-20 00:00:00,3900 Block Carlock Dr,Auto Theft
2688,2008-01-01 00:00:00,2300 Block 13th St,Theft From Vehicle
2689,2009-12-12 00:00:00,2500 Block Spruce St,Auto Theft
2690,2010-05-17 00:00:00,300 Block Pearl St,Vandalism
2691,2008-10-23 00:00:00,3000 Block Madison Ave,Theft From Vehicle
2692,2008-11-10 00:00:00,800 Block Baseline Rd,Theft From Vehicle
2693,2008-04-17 00:00:00,1000 Block Marine St,Vandalism
2694,2008-08-21 00:00:00,700 Block Broadway,Incident
2695,2009-09-25 00:00:00,700 Block Thomas Dr,Burglary
2696,2010-04-02 00:00:00,Dartmouth Ave & S 34th St,Theft From Vehicle
2697,2009-01-29 00:00:00,2900 Block E Aurora Ave,Vandalism
2698,2016-12-12 00:00:00,4000 Block Moorhead Ave,Burglary
2699,2008-06-25 00:00:00,1600 Block Arapahoe Ave,Vandalism
2700,2009-11-13 00:00:00,1100 Block 10th St,Vandalism
2701,2009-03-04 00:00:00,3300 Block Oneal Py,Theft From Vehicle
2702,2008-09-27 00:00:00,2100 Block Walnut St,Burglary
2703,2009-10-18 00:00:00,3900 Block Fuller Ct,Sex Assault
2704,2008-05-07 00:00:00,1700 Block 15th St,Vandalism
2705,2008-10-07 00:00:00,1500 Block Grove St,Theft From Vehicle
2706,2009-02-14 00:00:00,2400 Block Colorado Ave,Vandalism
2707,2009-10-30 00:00:00,1000 Block 12th St,Vandalism
2708,2010-03-09 00:00:00,2600 Block Mapleton Ave,Burglary
2709,2010-02-12 00:00:00,700 Block 29th St,Incident
2710,2009-11-09 00:00:00,2500 Block Linden Ave,Burglary
2711,2018-01-29 00:00:00,1000 Block Pearl St,Burglary
2712,2008-11-08 00:00:00,1600 Block Arapahoe Ave,Trespassing
2713,2008-07-31 00:00:00,3200 Block Carbon Pl,Theft From Vehicle
2714,2010-07-12 00:00:00,300 Block S 38th St,Auto Theft
2715,2009-08-17 00:00:00,Foothills Pkwy & Table Mesa Dr,Theft From Vehicle
2716,2009-09-26 00:00:00,800 Block 19th St,Theft From Vehicle
2717,2011-09-16 00:00:00,Crime occurred at an unknown location,Robbery
2718,2012-10-07 00:00:00,3100 Block Madison Ave,Vandalism
2719,2009-10-09 00:00:00,1000 Block Edinboro Dr,Theft From Vehicle
2720,2008-09-10 00:00:00,3800 Block 17th St,Burglary
2721,2012-07-17 00:00:00,500 Block College Ave,Trespassing
2722,2010-05-25 00:00:00,2100 Block Columbine Ave,Vandalism
2723,2009-06-04 00:00:00,1300 Block Arapahoe Ave,Trespassing
2724,2009-05-12 00:00:00,2300 Block Glenwood Dr,Theft From Vehicle
2725,2010-03-21 00:00:00,800 Block University Ave,Sex Assault
2726,2012-11-11 00:00:00,3100 Block 34th St,Trespassing
2727,2008-12-30 00:00:00,1000 Block 14th St,Burglary
2728,2008-07-24 00:00:00,3800 Block 28th St,Sex Assault
2729,2008-09-20 00:00:00,4100 Block Hanover Ave,Theft From Vehicle
2730,2008-07-24 00:00:00,7300 Block Island Green Dr,Vandalism
2731,2011-11-14 00:00:00,2700 Block Broadway,Burglary
2732,2009-09-15 00:00:00,4900 Block Osage Dr,Theft From Vehicle
2733,2008-05-20 00:00:00,4500 Block 19th St,Burglary
2734,2009-05-06 00:00:00,2800 Block Kalmia Ave,Theft From Vehicle
2735,2010-03-28 00:00:00,2800 Block Wilderness Pl,Burglary
2736,2012-10-06 00:00:00,900 Block Mcintire St,Trespassing
2737,2008-08-15 00:00:00,1100 Block College Ave,Auto Theft
2738,2011-03-01 00:00:00,400 Block Lee Hill Dr,Theft From Vehicle
2739,2010-02-11 00:00:00,30th St & Pearl St,Incident
2740,2008-04-02 00:00:00,700 Block Mohawk Dr,Burglary
2741,2010-02-23 00:00:00,1300 Block Arapahoe Ave,Vandalism
2742,2010-03-16 00:00:00,2700 Block Iris Ave,Burglary
2743,2009-05-20 00:00:00,1000 Block 15th St,Vandalism
2744,2008-10-06 00:00:00,1500 Block Lee Hill Dr,Vandalism
2745,2010-07-15 00:00:00,600 Block Walden Cir,Burglary
2746,2011-11-17 00:00:00,900 Block Baseline Rd,Theft From Vehicle
2747,2010-04-30 00:00:00,900 Block 37th St,Vandalism
2748,2010-08-12 00:00:00,900 Block 30th St,Vandalism
2749,2009-06-25 00:00:00,19th St & Arapahoe Ave,Vandalism
2750,2009-09-22 00:00:00,800 Block 19th St,Burglary
2751,2009-05-12 00:00:00,5200 Block Arapahoe Ave,Vandalism
2752,2010-04-18 00:00:00,4000 Block Broadway,Vandalism
2753,2009-03-29 00:00:00,2200 Block Norwood Ave,Vandalism
2754,2009-01-18 00:00:00,2900 Block E Aurora Ave,Trespassing
2755,2010-06-10 00:00:00,500 Block Pleasant St,Vandalism
2756,2010-03-29 00:00:00,1100 Block Lincoln Pl,Vandalism
2757,2009-02-06 00:00:00,1700 Block 6th St,Vandalism
2758,2008-07-22 00:00:00,3700 Block Cayman Pl,Burglary
2759,2010-02-23 00:00:00,13th St & Pearl St,Vandalism
2760,2013-02-05 00:00:00,5700 Block Arapahoe Ave,Incident
2761,2008-07-19 00:00:00,1000 Block Kent St,Vandalism
2762,2009-06-05 00:00:00,1700 Block 30th St,Trespassing
2763,2008-01-15 00:00:00,800 Block 19th St,Vandalism
2764,2009-06-10 00:00:00,1900 Block 31st St,Burglary
2765,2011-08-04 00:00:00,2200 Block Walnut St,Trespassing
2766,2009-10-08 00:00:00,1000 Block Grant Pl,Trespassing
2767,2010-01-03 00:00:00,4999 Block Table Mesa Dr,Vandalism
2768,2012-08-21 00:00:00,200 Block Canyon Blvd,Vandalism
2769,2009-11-06 00:00:00,1800 Block 30th St,Vandalism
2770,2012-07-17 00:00:00,7300 Block Doral Dr,Incident
2771,2009-06-03 00:00:00,1000 Block Pearl St,Vandalism
2772,2009-10-23 00:00:00,1600 Block Pearl St,Vandalism
2773,2008-01-09 00:00:00,2200 Block Canyon Blvd,Theft From Vehicle
2774,2009-07-24 00:00:00,3700 Block Telluride Cr,Trespassing
2775,2010-03-17 00:00:00,1900 Block 11th St,Assault
2776,2008-06-19 00:00:00,2400 Block 20th St,Burglary
2777,2008-05-09 00:00:00,Crime occurred at an unknown location,Incident
2778,2009-02-13 00:00:00,300 Block 31st St,Burglary
2779,2010-08-08 00:00:00,1000 Block University Ave,Trespassing
2780,2008-04-10 00:00:00,11th St & Pleasant St,Assault
2781,2010-08-07 00:00:00,500 Block 30th St,Assault
2782,2008-07-31 00:00:00,2900 Block Eagle Way,Vandalism
2783,2010-06-15 00:00:00,900 Block 16th St,Vandalism
2784,2012-05-15 00:00:00,2900 Block Shadow Creek Dr,Burglary
2785,2010-07-20 00:00:00,5600 Block Arapahoe Ave,Assault
2786,2008-09-24 00:00:00,3400 Block Martin Dr,Theft From Vehicle
2787,2009-02-08 00:00:00,2200 Block Spruce St,Vandalism
2788,2008-02-11 00:00:00,1200 Block Pearl St,Vandalism
2789,2008-05-25 00:00:00,800 Block Gillaspie Dr,Vandalism
2790,2010-06-29 00:00:00,2100 Block Mesa Dr,Sex Assault
2791,2010-08-07 00:00:00,5600 Block Pennsylvania Pl,Sex Assault
2792,2009-05-05 00:00:00,1800 Block Broadway,Auto Theft
2793,2009-05-23 00:00:00,1700 Block 13th St,Incident
2794,2008-05-08 00:00:00,3000 Block Center Green Dr,Incident
2795,2010-06-25 00:00:00,700 Block 17th St,Theft From Vehicle
2796,2009-07-07 00:00:00,300 Block S Broadway,Vandalism
2797,2009-01-10 00:00:00,300 Block 28th St,Burglary
2798,2009-02-04 00:00:00,3000 Block Broadway,Vandalism
2799,2010-10-10 00:00:00,10th St & Pennsylvania Ave,Vandalism
2800,2008-08-14 00:00:00,1200 Block Elder Ave,Trespassing
2801,2008-07-12 00:00:00,3000 Block Madison Ave,Trespassing
2802,2008-01-04 00:00:00,1100 Block Walnut St,Vandalism
2803,2011-08-05 00:00:00,2300 Block Arapahoe Ave,Vandalism
2804,2008-03-11 00:00:00,2900 Block W Shady Hollow,Incident
2805,2009-06-12 00:00:00,1300 Block Broadway,Burglary
2806,2008-06-09 00:00:00,1400 Block Broadway,Trespassing
2807,2010-01-13 00:00:00,500 Block Maxwell Av,Theft From Vehicle
2808,2009-07-12 00:00:00,22nd St & Walnut St,Auto Theft
2809,2011-05-15 00:00:00,17th St & Walnut St,Theft From Vehicle
2810,2009-11-14 00:00:00,1600 Block 18th St,Vandalism
2811,2012-05-18 00:00:00,2900 Block Canyon Blvd,Trespassing
2812,2009-06-27 00:00:00,Poplar Ave & Quail Cir,Vandalism
2813,2008-05-06 00:00:00,2900 Block E Aurora Ave,Theft From Vehicle
2814,2010-06-24 00:00:00,3300 Block 28th St,Theft From Vehicle
2815,2009-06-19 00:00:00,1100 Block 12th St,Vandalism
2816,2009-07-19 00:00:00,900 Block Marine St,Burglary
2817,2011-05-15 00:00:00,800 Block Cherry Ave,Vandalism
2818,2009-01-05 00:00:00,4500 Block 19th St,Theft From Vehicle
2819,2008-01-28 00:00:00,1200 Block S Broadway,Vandalism
2820,2008-09-27 00:00:00,1100 Block Walnut St,Assault
2821,2008-06-04 00:00:00,2800 Block E College Ave,Auto Theft
2822,2008-11-26 00:00:00,Foothills Pkwy & Table Mesa Dr,Theft From Vehicle
2823,2008-12-02 00:00:00,1000 Block Pearl St,Sex Assault
2824,2008-10-11 00:00:00,500 Block 22nd St,Trespassing
2825,2012-11-24 00:00:00,1500 Block Bradley Dr,Theft From Vehicle
2826,2008-10-06 00:00:00,4700 Block Shoup Pl,Incident
2827,2008-02-22 00:00:00,2100 Block Canyon Bv,Theft From Vehicle
2828,2011-12-01 00:00:00,2000 Block 14th St,Trespassing
2829,2009-03-15 00:00:00,3100 Block Bell Dr,Theft From Vehicle
2830,2011-06-10 00:00:00,800 Block Marine St,Vandalism
2831,2010-03-16 00:00:00,3400 Block Colorado Ave,Theft From Vehicle
2832,2009-09-30 00:00:00,1800 Block 22nd St,Vandalism
2833,2009-10-08 00:00:00,11th St & Arapahoe Ave,Vandalism
2834,2011-09-14 00:00:00,6th St & Canyon Blvd,Indecent Exposure
2835,2008-11-26 00:00:00,1100 Block Pearl St,Trespassing
2836,2010-06-18 00:00:00,2600 Block Spruce St,Vandalism
2837,2010-04-05 00:00:00,1700 Block 28th St,Burglary
2838,2011-06-17 00:00:00,4400 Block 10th St,Theft From Vehicle
2839,2011-08-28 00:00:00,900 Block Pleasant St,Vandalism
2840,2009-07-05 00:00:00,2900 Block 17th St,Burglary
2841,2011-06-18 00:00:00,12th St & Euclid Ave,Theft From Vehicle
2842,2009-11-03 00:00:00,3300 Block Berkley Ct,Burglary
2843,2010-05-05 00:00:00,2500 Block Linden Ave,Burglary
2844,2008-02-15 00:00:00,16th St & Grove St,Vandalism
2845,2008-10-17 00:00:00,3200 Block Arapahoe Ave,Robbery
2846,2009-10-31 00:00:00,12th St & College Ave,Vandalism
2847,2011-08-26 00:00:00,28th St & Broadway,Incident
2848,2011-02-01 00:00:00,1600 Block 29th St,Theft Of Car Parts
2849,2010-04-11 00:00:00,700 Block 19th St,Burglary
2850,2008-02-26 00:00:00,500 Block Dewey Ave,Theft From Vehicle
2851,2009-05-04 00:00:00,4600 Block Baseline Rd,Assault
2852,2011-12-09 00:00:00,800 Block Pearl St,Trespassing
2853,2008-10-12 00:00:00,1000 Block 11th St,Vandalism
2854,2012-07-15 00:00:00,400 Block Quail Cir,Theft From Vehicle
2855,2010-03-02 00:00:00,00 Block S Boulder Cir,Theft From Vehicle
2856,2010-04-22 00:00:00,3300 Block Madison Ave,Theft From Vehicle
2857,2008-09-22 00:00:00,800 Block Cherry Ave,Theft From Vehicle
2858,2008-10-31 00:00:00,1300 Block 28th St,Incident
2859,2009-02-06 00:00:00,600 Block S Broadway,Trespassing
2860,2009-08-05 00:00:00,2800 Block Elm Ave,Vandalism
2861,2011-09-02 00:00:00,1500 Block Broadway,Vandalism
2862,2011-12-17 00:00:00,Arapahoe Ave & Foothills Pkwy,Indecent Exposure
2863,2009-05-11 00:00:00,1200 Block 13th St,Robbery
2864,2009-07-07 00:00:00,1000 Block 11th St,Motorcycle Theft
2865,2009-10-18 00:00:00,1000 Block Broadway,Vandalism
2866,2011-12-15 00:00:00,14th St & Pearl St,Assault
2867,2009-07-07 00:00:00,1800 Block 17th St,Trespassing
2868,2008-12-31 00:00:00,1900 Block 11th St,Assault
2869,2009-06-16 00:00:00,3200 Block Prairie Ave,Vandalism
2870,2008-03-11 00:00:00,3000 Block Valmont Rd,Burglary
2871,2008-08-10 00:00:00,800 Block 30th St,Vandalism
2872,2010-08-09 00:00:00,2800 Block Palo Py,Incident
2873,2009-11-02 00:00:00,2600 Block Mapleton Ave,Sex Assault
2874,2009-11-21 00:00:00,1600 Block Arapahoe Ave,Trespassing
2875,2009-03-06 00:00:00,1600 Block 30th St,Trespassing
2876,2009-09-18 00:00:00,1700 Block Pearl St,Burglary
2877,2009-10-06 00:00:00,13th St & Pearl St,Vandalism
2878,2008-08-25 00:00:00,14th St & Euclid Ave,Auto Theft
2879,2009-05-06 00:00:00,1700 Block 13th St,Theft From Vehicle
2880,2010-03-01 00:00:00,1200 Block Aikins Way,Vandalism
2881,2008-04-05 00:00:00,3400 Block Fordham Ct,Incident
2882,2008-09-14 00:00:00,1000 Block 12th St,Vandalism
2883,2008-03-15 00:00:00,1000 Block University Ave,Vandalism
2884,2010-01-27 00:00:00,4700 Block Baseline Rd,Trespassing
2885,2008-07-31 00:00:00,700 Block Pearl St,Vandalism
2886,2009-04-28 00:00:00,2100 Block Baseline Rd,Burglary
2887,2009-01-09 00:00:00,13th St & College Ave,Incident
2888,2009-04-23 00:00:00,2200 Block Columbine Ave,Incident
2889,2010-06-10 00:00:00,4700 Block Pearl St,Burglary
2890,2010-04-19 00:00:00,3500 Block Broadway,Incident
2891,2008-06-22 00:00:00,500 Block Spruce St,Auto Theft
2892,2010-06-13 00:00:00,4200 Block Apache Rd,Incident
2893,2008-05-27 00:00:00,900 Block 28th St,Vandalism
2894,2008-05-14 00:00:00,200 Block Pearl St,Auto Theft
2895,2010-04-24 00:00:00,3000 Block Colorado Ave,Burglary
2896,2008-01-12 00:00:00,700 Block 19th St,Trespassing
2897,2008-09-11 00:00:00,3400 Block 22nd St,Auto Theft
2898,2008-04-25 00:00:00,1000 Block Broadway,Sex Assault
2899,2008-12-13 00:00:00,700 Block 29th St,Trespassing
2900,2008-09-14 00:00:00,2800 Block Kalmia Ave,Burglary
2901,2008-02-20 00:00:00,5100 Block Merritt Dr,Vandalism
2902,2008-05-14 00:00:00,4700 Block Edison Ave,Theft From Vehicle
2903,2008-11-16 00:00:00,2100 Block Baseline Rd,Vandalism
2904,2009-03-29 00:00:00,2000 Block Poplar Ave,Theft From Vehicle
2905,2009-05-07 00:00:00,900 Block Alpine Ave,Theft From Vehicle
2906,2008-04-06 00:00:00,800 Block Mcintire St,Theft From Vehicle
2907,2009-04-24 00:00:00,3200 Block Airport Rd,Vandalism
2908,2009-06-05 00:00:00,2800 Block Springdale Ln,Auto Theft
2909,2012-10-17 00:00:00,3100 Block Airport Rd,Vandalism
2910,2008-07-07 00:00:00,3100 Block 4th St,Burglary
2911,2008-06-20 00:00:00,600 Block S Broadway,Vandalism
2912,2008-08-24 00:00:00,1000 Block Pearl St,Sex Assault
2913,2009-07-06 00:00:00,2900 Block Lorraine Ct,Theft From Vehicle
2914,2010-09-20 00:00:00,1700 Block 14th St,Vandalism
2915,2008-09-05 00:00:00,4900 Block Thunderbird Cr,Sex Assault
2916,2010-04-08 00:00:00,6200 Block Gunbarrel Ave,Vandalism
2917,2008-10-21 00:00:00,1100 Block Pearl St,Vandalism
2918,2010-03-27 00:00:00,1000 Block University Ave,Trespassing
2919,2009-04-27 00:00:00,4300 Block Broadway,Robbery
2920,2009-05-12 00:00:00,2800 Block Springdale Ln,Burglary
2921,2012-01-06 00:00:00,500 Block 27th Way,Auto Theft
2922,2008-11-11 00:00:00,1600 Block Conestoga St,Burglary
2923,2008-03-31 00:00:00,3200 Block Prairie Ave,Theft From Vehicle
2924,2012-01-15 00:00:00,1000 Block 15th St,Burglary
2925,2016-11-11 00:00:00,1000 Block Tantra Park Cir,Theft From Vehicle
2926,2010-02-04 00:00:00,1000 Block 12th St,Theft From Vehicle
2927,2009-01-21 00:00:00,9th St & Pine St,Auto Theft
2928,2009-09-15 00:00:00,Broadway & College Ave,Assault
2929,2009-11-27 00:00:00,2100 Block Canyon Blvd,Vandalism
2930,2008-05-21 00:00:00,200 Block Pearl St,Vandalism
2931,2010-06-09 00:00:00,3100 Block Folsom St,Burglary
2932,2009-03-06 00:00:00,3100 Block 29th St,Burglary
2933,2008-07-09 00:00:00,1000 Block 14th St,Vandalism
2934,2009-10-27 00:00:00,2700 Block Juniper Ave,Vandalism
2935,2012-12-31 00:00:00,1900 Block Beacon Ct,Trespassing
2936,2012-12-02 00:00:00,1600 Block Pearl St,Burglary
2937,2010-03-09 00:00:00,2200 Block Edgewood Dr,Vandalism
2938,2009-11-24 00:00:00,4300 Block Broadway,Burglary
2939,2010-05-25 00:00:00,2999 Block Pearl St,Trespassing
2940,2010-03-12 00:00:00,3400 Block Colorado Ave,Theft From Vehicle
2941,2010-02-17 00:00:00,800 Block Arapahoe Ave,Trespassing
2942,2011-08-19 00:00:00,1200 Block Mariposa Ave,Trespassing
2943,2010-05-06 00:00:00,3400 Block Colorado Ave,Theft From Vehicle
2944,2008-09-01 00:00:00,700 Block Lincoln Pl,Trespassing
2945,2008-05-16 00:00:00,1800 Block Marine St,Theft Of Car Parts
2946,2010-05-08 00:00:00,2700 Block Mapleton Ave,Theft From Vehicle
